Point_ID,Statistic_ID,Name,Duration,Month,Value,Point_ID2,Distance,Phi2
2,9,cross-correlation_lag0,24H,3,0.880453271,6,25.87014196,0.569696983
2,9,cross-correlation_lag0,24H,3,0.836872861,7,36.46585828,0.540417473
2,9,cross-correlation_lag0,24H,3,0.886522885,8,24.45986509,0.761796316
2,9,cross-correlation_lag0,24H,3,0.797448554,9,46.92693083,0.542268713
2,9,cross-correlation_lag0,24H,3,0.886189853,10,24.53687749,0.83352828
2,9,cross-correlation_lag0,24H,3,0.760628422,11,57.68684964,0.653447191
2,9,cross-correlation_lag0,24H,3,0.855988614,12,31.70930534,0.800336043
2,9,cross-correlation_lag0,24H,3,0.795890715,13,47.36093902,0.599529584
2,9,cross-correlation_lag0,24H,3,0.826365609,14,39.16236404,0.4543492
2,9,cross-correlation_lag0,24H,3,0.797220886,15,46.99025117,0.739784956
2,9,cross-correlation_lag0,24H,4,0.663326195,3,69.20217096,0.369867762
2,9,cross-correlation_lag0,24H,4,0.65390715,4,71.96189576,0.547908505
2,9,cross-correlation_lag0,24H,4,0.886854834,5,19.40181693,0.363905311
2,9,cross-correlation_lag0,24H,4,0.851916667,6,25.87014196,0.448851784
2,9,cross-correlation_lag0,24H,4,0.798439008,7,36.46585828,0.458349705
2,9,cross-correlation_lag0,24H,4,0.85939078,8,24.45986509,0.518562078
2,9,cross-correlation_lag0,24H,4,0.750378989,9,46.92693083,0.418300668
2,9,cross-correlation_lag0,24H,4,0.85898053,10,24.53687749,0.589570959
2,9,cross-correlation_lag0,24H,4,0.705808321,11,57.68684964,0.444990158
2,9,cross-correlation_lag0,24H,4,0.82185387,12,31.70930534,0.478194435
2,9,cross-correlation_lag0,24H,4,0.748486771,13,47.36093902,0.41069444
2,9,cross-correlation_lag0,24H,4,0.785598719,14,39.16236404,0.40092961
2,9,cross-correlation_lag0,24H,4,0.75010242,15,46.99025117,0.507560809
2,9,cross-correlation_lag0,24H,5,0.634017589,3,69.20217096,0.788172086
2,9,cross-correlation_lag0,24H,5,0.629167295,4,71.96189576,1.0373257
2,9,cross-correlation_lag0,24H,5,0.833834853,5,19.40181693,0.703696648
2,9,cross-correlation_lag0,24H,5,0.791056456,6,25.87014196,0.812929312
2,9,cross-correlation_lag0,24H,5,0.734151131,7,36.46585828,0.826944987
2,9,cross-correlation_lag0,24H,5,0.799834972,8,24.45986509,0.859845559
2,9,cross-correlation_lag0,24H,5,0.69164819,9,46.92693083,0.812801043
2,9,cross-correlation_lag0,24H,5,0.79934785,10,24.53687749,1.015538375
2,9,cross-correlation_lag0,24H,5,0.659166463,11,57.68684964,0.878967524
2,9,cross-correlation_lag0,24H,5,0.757797811,12,31.70930534,0.916599433
2,9,cross-correlation_lag0,24H,5,0.690136517,13,47.36093902,0.769153198
2,9,cross-correlation_lag0,24H,5,0.722010584,14,39.16236404,0.808475653
2,9,cross-correlation_lag0,24H,5,0.691426492,15,46.99025117,0.815641006
2,9,cross-correlation_lag0,24H,6,0.473064563,3,69.20217096,0.823781252
2,9,cross-correlation_lag0,24H,6,0.468321522,4,71.96189576,0.947486798
2,9,cross-correlation_lag0,24H,6,0.731368653,5,19.40181693,0.707152208
2,9,cross-correlation_lag0,24H,6,0.66843284,6,25.87014196,0.852440755
2,9,cross-correlation_lag0,24H,6,0.590185508,7,36.46585828,0.800399224
2,9,cross-correlation_lag0,24H,6,0.681082391,8,24.45986509,0.962992668
2,9,cross-correlation_lag0,24H,6,0.536673074,9,46.92693083,0.778599977
2,9,cross-correlation_lag0,24H,6,0.680376728,10,24.53687749,0.965325276
2,9,cross-correlation_lag0,24H,6,0.499325047,11,57.68684964,0.822619041
2,9,cross-correlation_lag0,24H,6,0.621868554,12,31.70930534,0.904166698
2,9,cross-correlation_lag0,24H,6,0.534860711,13,47.36093902,0.761597236
2,9,cross-correlation_lag0,24H,6,0.574424287,14,39.16236404,0.734205246
2,9,cross-correlation_lag0,24H,6,0.536406855,15,46.99025117,0.899933179
2,9,cross-correlation_lag0,24H,7,0.502361682,3,69.20217096,0.762380044
2,9,cross-correlation_lag0,24H,7,0.494499431,4,71.96189576,1.101265033
2,9,cross-correlation_lag0,24H,7,0.787370714,5,19.40181693,0.820215464
2,9,cross-correlation_lag0,24H,7,0.730222445,6,25.87014196,0.855398099
2,9,cross-correlation_lag0,24H,7,0.651743567,7,36.46585828,0.926666657
2,9,cross-correlation_lag0,24H,7,0.742063202,8,24.45986509,0.965455691
2,9,cross-correlation_lag0,24H,7,0.590636895,9,46.92693083,0.944933097
2,9,cross-correlation_lag0,24H,7,0.741407787,10,24.53687749,1.230961561
2,9,cross-correlation_lag0,24H,7,0.541882695,11,57.68684964,0.941491365
2,9,cross-correlation_lag0,24H,7,0.684749482,12,31.70930534,0.981775045
2,9,cross-correlation_lag0,24H,7,0.588413095,13,47.36093902,0.859393915
2,9,cross-correlation_lag0,24H,7,0.634544134,14,39.16236404,0.916539907
2,9,cross-correlation_lag0,24H,7,0.590311004,15,46.99025117,0.982603153
2,9,cross-correlation_lag0,24H,8,0.591283481,3,69.20217096,0.821059465
2,9,cross-correlation_lag0,24H,8,0.584245166,4,71.96189576,1.007590135
2,9,cross-correlation_lag0,24H,8,0.830839144,5,19.40181693,0.691730738
2,9,cross-correlation_lag0,24H,8,0.784403535,6,25.87014196,0.852016131
2,9,cross-correlation_lag0,24H,8,0.719615652,7,36.46585828,0.892606735
2,9,cross-correlation_lag0,24H,8,0.794070613,8,24.45986509,0.923592647
2,9,cross-correlation_lag0,24H,8,0.668109248,9,46.92693083,0.890031735
2,9,cross-correlation_lag0,24H,8,0.793536178,10,24.53687749,1.051781178
2,9,cross-correlation_lag0,24H,8,0.626117448,11,57.68684964,0.94429485
2,9,cross-correlation_lag0,24H,8,0.74702629,12,31.70930534,0.997244596
2,9,cross-correlation_lag0,24H,8,0.66621325,13,47.36093902,0.771594763
2,9,cross-correlation_lag0,24H,8,0.705225556,14,39.16236404,0.758078893
2,9,cross-correlation_lag0,24H,8,0.667831501,15,46.99025117,0.94036754
2,9,cross-correlation_lag0,24H,9,0.639371963,3,69.20217096,0.654575149
2,9,cross-correlation_lag0,24H,9,0.631187271,4,71.96189576,0.862664064
2,9,cross-correlation_lag0,24H,9,0.866582956,5,19.40181693,0.500328739
2,9,cross-correlation_lag0,24H,9,0.827403589,6,25.87014196,0.633752624
2,9,cross-correlation_lag0,24H,9,0.769817749,7,36.46585828,0.703725497
2,9,cross-correlation_lag0,24H,9,0.835686841,8,24.45986509,0.797834635
2,9,cross-correlation_lag0,24H,9,0.720787435,9,46.92693083,0.736023664
2,9,cross-correlation_lag0,24H,9,0.835230756,10,24.53687749,0.874293248
2,9,cross-correlation_lag0,24H,9,0.677844126,11,57.68684964,0.858431339
2,9,cross-correlation_lag0,24H,9,0.794657727,12,31.70930534,0.800138871
2,9,cross-correlation_lag0,24H,9,0.71891336,13,47.36093902,0.646638354
2,9,cross-correlation_lag0,24H,9,0.756454816,14,39.16236404,0.568041921
2,9,cross-correlation_lag0,24H,9,0.720513243,15,46.99025117,0.826326132
2,9,cross-correlation_lag0,24H,10,0.726419672,3,69.20217096,0.552911083
2,9,cross-correlation_lag0,24H,10,0.718912676,4,71.96189576,0.894010385
2,9,cross-correlation_lag0,24H,10,0.907198418,5,19.40181693,0.448063493
2,9,cross-correlation_lag0,24H,10,0.878673364,6,25.87014196,0.594949484
2,9,cross-correlation_lag0,24H,10,0.83517686,7,36.46585828,0.591761708
2,9,cross-correlation_lag0,24H,10,0.884768911,8,24.45986509,0.806653976
2,9,cross-correlation_lag0,24H,10,0.796284847,9,46.92693083,0.578136881
2,9,cross-correlation_lag0,24H,10,0.884434233,10,24.53687749,0.931368828
2,9,cross-correlation_lag0,24H,10,0.760411264,11,57.68684964,0.697849433
2,9,cross-correlation_lag0,24H,10,0.854195089,12,31.70930534,0.778205156
2,9,cross-correlation_lag0,24H,10,0.794757854,13,47.36093902,0.59946239
2,9,cross-correlation_lag0,24H,10,0.824766374,14,39.16236404,0.505481203
2,9,cross-correlation_lag0,24H,10,0.796061639,15,46.99025117,0.710899909
2,9,cross-correlation_lag0,24H,11,0.72001046,3,69.20217096,0.654967308
2,9,cross-correlation_lag0,24H,11,0.712627568,4,71.96189576,1.037692865
2,9,cross-correlation_lag0,24H,11,0.903214766,5,19.40181693,0.487753749
2,9,cross-correlation_lag0,24H,11,0.873746009,6,25.87014196,0.715537866
2,9,cross-correlation_lag0,24H,11,0.829158145,7,36.46585828,0.671764692
2,9,cross-correlation_lag0,24H,11,0.880029113,8,24.45986509,0.929927985
2,9,cross-correlation_lag0,24H,11,0.789702414,9,46.92693083,0.700986226
2,9,cross-correlation_lag0,24H,11,0.879683931,10,24.53687749,1.034143051
2,9,cross-correlation_lag0,24H,11,0.75370872,11,57.68684964,0.78725489
2,9,cross-correlation_lag0,24H,11,0.848598023,12,31.70930534,0.923772097
2,9,cross-correlation_lag0,24H,11,0.788162093,13,47.36093902,0.737986088
2,9,cross-correlation_lag0,24H,11,0.818556013,14,39.16236404,0.60712417
2,9,cross-correlation_lag0,24H,11,0.789477214,15,46.99025117,0.839477142
2,9,cross-correlation_lag0,24H,12,0.755650047,3,69.20217096,0.714350939
2,9,cross-correlation_lag0,24H,12,0.747543961,4,71.96189576,1.261343479
2,9,cross-correlation_lag0,24H,12,0.924594557,5,19.40181693,0.547122081
2,9,cross-correlation_lag0,24H,12,0.900376936,6,25.87014196,0.872612317
2,9,cross-correlation_lag0,24H,12,0.862051811,7,36.46585828,0.761195898
2,9,cross-correlation_lag0,24H,12,0.905607067,8,24.45986509,1.110373179
2,9,cross-correlation_lag0,24H,12,0.826016587,9,46.92693083,0.839797179
2,9,cross-correlation_lag0,24H,12,0.905320718,10,24.53687749,1.279986779
2,9,cross-correlation_lag0,24H,12,0.790929865,11,57.68684964,0.942965746
2,9,cross-correlation_lag0,24H,12,0.879038546,12,31.70930534,1.168586095
2,9,cross-correlation_lag0,24H,12,0.824562048,13,47.36093902,0.852083365
2,9,cross-correlation_lag0,24H,12,0.852586265,14,39.16236404,0.691954056
2,9,cross-correlation_lag0,24H,12,0.825804171,15,46.99025117,1.036438545
3,1,variance,1H,1,0.094785987,NA,NA,NA
3,1,variance,1H,2,0.068695854,NA,NA,NA
3,1,variance,1H,3,0.088479519,NA,NA,NA
3,1,variance,1H,4,0.076371971,NA,NA,NA
3,1,variance,1H,5,0.306762582,NA,NA,NA
3,1,variance,1H,6,0.543143712,NA,NA,NA
3,1,variance,1H,7,0.448049299,NA,NA,NA
3,1,variance,1H,8,0.375532422,NA,NA,NA
3,1,variance,1H,9,0.256397535,NA,NA,NA
3,1,variance,1H,10,0.091147375,NA,NA,NA
3,1,variance,1H,11,0.09813447,NA,NA,NA
3,1,variance,1H,12,0.089307013,NA,NA,NA
3,2,skewness,1H,1,6.861872139,NA,NA,NA
3,2,skewness,1H,2,6.98739562,NA,NA,NA
3,2,skewness,1H,3,7.837324149,NA,NA,NA
3,2,skewness,1H,4,12.20296495,NA,NA,NA
3,2,skewness,1H,5,13.60536952,NA,NA,NA
3,2,skewness,1H,6,17.33084233,NA,NA,NA
3,2,skewness,1H,7,16.03732423,NA,NA,NA
3,2,skewness,1H,8,13.23379818,NA,NA,NA
3,2,skewness,1H,9,13.894599,NA,NA,NA
3,2,skewness,1H,10,7.88250462,NA,NA,NA
3,2,skewness,1H,11,6.517003565,NA,NA,NA
3,2,skewness,1H,12,5.7421188,NA,NA,NA
3,3,probability_dry_0.2mm,1H,1,0.817196029,NA,NA,NA
3,3,probability_dry_0.2mm,1H,2,0.8643456,NA,NA,NA
3,3,probability_dry_0.2mm,1H,3,0.874138825,NA,NA,NA
3,3,probability_dry_0.2mm,1H,4,0.920503256,NA,NA,NA
3,3,probability_dry_0.2mm,1H,5,0.879992757,NA,NA,NA
3,3,probability_dry_0.2mm,1H,6,0.917218689,NA,NA,NA
3,3,probability_dry_0.2mm,1H,7,0.923216504,NA,NA,NA
3,3,probability_dry_0.2mm,1H,8,0.901288202,NA,NA,NA
3,3,probability_dry_0.2mm,1H,9,0.89893395,NA,NA,NA
3,3,probability_dry_0.2mm,1H,10,0.881883004,NA,NA,NA
3,3,probability_dry_0.2mm,1H,11,0.861245859,NA,NA,NA
3,3,probability_dry_0.2mm,1H,12,0.827688338,NA,NA,NA
3,4,mean,24H,1,2.042166904,NA,NA,NA
3,4,mean,24H,2,1.580650766,NA,NA,NA
3,4,mean,24H,3,1.658599019,NA,NA,NA
3,4,mean,24H,4,1.089362616,NA,NA,NA
3,4,mean,24H,5,2.377925374,NA,NA,NA
3,4,mean,24H,6,2.520564393,NA,NA,NA
3,4,mean,24H,7,2.325657071,NA,NA,NA
3,4,mean,24H,8,2.497191887,NA,NA,NA
3,4,mean,24H,9,2.018955381,NA,NA,NA
3,4,mean,24H,10,1.649462238,NA,NA,NA
3,4,mean,24H,11,1.969983593,NA,NA,NA
3,4,mean,24H,12,2.134694337,NA,NA,NA
3,5,variance,24H,1,13.55291091,NA,NA,NA
3,5,variance,24H,2,8.658579307,NA,NA,NA
3,5,variance,24H,3,11.25052485,NA,NA,NA
3,5,variance,24H,4,7.897448105,NA,NA,NA
3,5,variance,24H,5,22.783187,NA,NA,NA
3,5,variance,24H,6,31.80374249,NA,NA,NA
3,5,variance,24H,7,25.22180177,NA,NA,NA
3,5,variance,24H,8,26.49305547,NA,NA,NA
3,5,variance,24H,9,20.65815848,NA,NA,NA
3,5,variance,24H,10,11.9956423,NA,NA,NA
3,5,variance,24H,11,14.72081779,NA,NA,NA
3,5,variance,24H,12,12.68706833,NA,NA,NA
3,6,skewness,24H,1,3.536609061,NA,NA,NA
3,6,skewness,24H,2,3.141161453,NA,NA,NA
3,6,skewness,24H,3,3.525565464,NA,NA,NA
3,6,skewness,24H,4,5.051762203,NA,NA,NA
3,6,skewness,24H,5,3.378868737,NA,NA,NA
3,6,skewness,24H,6,4.329404802,NA,NA,NA
3,6,skewness,24H,7,4.158807057,NA,NA,NA
3,6,skewness,24H,8,3.71355165,NA,NA,NA
3,6,skewness,24H,9,4.264861443,NA,NA,NA
3,6,skewness,24H,10,3.551317223,NA,NA,NA
3,6,skewness,24H,11,3.211079095,NA,NA,NA
3,6,skewness,24H,12,3.099232644,NA,NA,NA
3,7,probability_dry_0.2mm,24H,1,0.41527493,NA,NA,NA
3,7,probability_dry_0.2mm,24H,2,0.510908027,NA,NA,NA
3,7,probability_dry_0.2mm,24H,3,0.550618753,NA,NA,NA
3,7,probability_dry_0.2mm,24H,4,0.65044847,NA,NA,NA
3,7,probability_dry_0.2mm,24H,5,0.558422676,NA,NA,NA
3,7,probability_dry_0.2mm,24H,6,0.587681439,NA,NA,NA
3,7,probability_dry_0.2mm,24H,7,0.562657177,NA,NA,NA
3,7,probability_dry_0.2mm,24H,8,0.578067139,NA,NA,NA
3,7,probability_dry_0.2mm,24H,9,0.607522756,NA,NA,NA
3,7,probability_dry_0.2mm,24H,10,0.596964945,NA,NA,NA
3,7,probability_dry_0.2mm,24H,11,0.550019858,NA,NA,NA
3,7,probability_dry_0.2mm,24H,12,0.383299331,NA,NA,NA
3,8,autocorrelation_lag1,24H,1,0.236709274,NA,NA,NA
3,8,autocorrelation_lag1,24H,2,0.275898909,NA,NA,NA
3,8,autocorrelation_lag1,24H,3,0.267809232,NA,NA,NA
3,8,autocorrelation_lag1,24H,4,0.205335042,NA,NA,NA
3,8,autocorrelation_lag1,24H,5,0.236260345,NA,NA,NA
3,8,autocorrelation_lag1,24H,6,0.142887154,NA,NA,NA
3,8,autocorrelation_lag1,24H,7,0.143359969,NA,NA,NA
3,8,autocorrelation_lag1,24H,8,0.107349791,NA,NA,NA
3,8,autocorrelation_lag1,24H,9,0.130038743,NA,NA,NA
3,8,autocorrelation_lag1,24H,10,0.186921934,NA,NA,NA
3,8,autocorrelation_lag1,24H,11,0.285898719,NA,NA,NA
3,8,autocorrelation_lag1,24H,12,0.26716087,NA,NA,NA
3,9,cross-correlation_lag0,24H,1,0.906360107,4,21.94408973,1.210458835
3,9,cross-correlation_lag0,24H,1,0.769637861,5,58.64739998,0.462365588
3,9,cross-correlation_lag0,24H,1,0.799155914,6,50.01093168,0.785268148
3,9,cross-correlation_lag0,24H,1,0.714080358,7,76.43331698,0.707906405
3,9,cross-correlation_lag0,24H,1,0.728668929,8,71.54110291,1.046894789
3,9,cross-correlation_lag0,24H,1,0.869364714,9,31.15229436,0.809160312
3,9,cross-correlation_lag0,24H,1,0.701978919,10,80.62903161,1.200785875
3,9,cross-correlation_lag0,24H,1,0.852802858,11,35.41964825,0.833333333
3,9,cross-correlation_lag0,24H,1,0.752606519,12,63.86758528,1.071505388
3,9,cross-correlation_lag0,24H,1,0.906602488,13,21.88506747,0.791072687
3,9,cross-correlation_lag0,24H,1,0.81835809,14,44.63938371,0.603289048
3,9,cross-correlation_lag0,24H,1,0.773468572,15,57.49835665,0.966129065
3,9,cross-correlation_lag0,24H,2,0.916885776,4,21.94408973,0.909238736
3,9,cross-correlation_lag0,24H,2,0.797960687,5,58.64739998,0.367505232
3,9,cross-correlation_lag0,24H,2,0.823315982,6,50.01093168,0.594900211
3,9,cross-correlation_lag0,24H,2,0.750815425,7,76.43331698,0.585091432
3,9,cross-correlation_lag0,24H,2,0.7631171,8,71.54110291,0.819238901
3,9,cross-correlation_lag0,24H,2,0.884360049,9,31.15229436,0.59359777
3,9,cross-correlation_lag0,24H,2,0.740655931,10,80.62903161,0.953617016
3,9,cross-correlation_lag0,24H,2,0.869874409,11,35.41964825,0.641458352
3,9,cross-correlation_lag0,24H,2,0.783424469,12,63.86758528,0.796074073
3,9,cross-correlation_lag0,24H,2,0.917099582,13,21.88506747,0.573680083
3,9,cross-correlation_lag0,24H,2,0.839913598,14,44.63938371,0.485525409
3,9,cross-correlation_lag0,24H,2,0.801239823,15,57.49835665,0.801327467
3,9,cross-correlation_lag0,24H,3,0.897501189,4,21.94408973,0.877648592
3,9,cross-correlation_lag0,24H,3,0.757521626,5,58.64739998,0.366603414
3,9,cross-correlation_lag0,24H,3,0.786512322,6,50.01093168,0.569696983
3,9,cross-correlation_lag0,24H,3,0.705081179,7,76.43331698,0.540417473
3,9,cross-correlation_lag0,24H,3,0.718569212,8,71.54110291,0.761796316
3,9,cross-correlation_lag0,24H,3,0.858275303,9,31.15229436,0.542268713
3,9,cross-correlation_lag0,24H,3,0.694052368,10,80.62903161,0.83352828
3,9,cross-correlation_lag0,24H,3,0.841013928,11,35.41964825,0.653447191
3,9,cross-correlation_lag0,24H,3,0.74114128,12,63.86758528,0.800336043
3,9,cross-correlation_lag0,24H,3,0.897761033,13,21.88506747,0.599529584
3,9,cross-correlation_lag0,24H,3,0.805761651,14,44.63938371,0.4543492
3,9,cross-correlation_lag0,24H,3,0.761241499,15,57.49835665,0.739784956
3,9,cross-correlation_lag0,24H,4,0.872924289,4,21.94408973,0.547908505
3,9,cross-correlation_lag0,24H,4,0.702062825,5,58.64739998,0.363905311
3,9,cross-correlation_lag0,24H,4,0.737107058,6,50.01093168,0.448851784
3,9,cross-correlation_lag0,24H,4,0.639244201,7,76.43331698,0.458349705
3,9,cross-correlation_lag0,24H,4,0.655324899,8,71.54110291,0.518562078
3,9,cross-correlation_lag0,24H,4,0.824659369,9,31.15229436,0.418300668
3,9,cross-correlation_lag0,24H,4,0.626138427,10,80.62903161,0.589570959
3,9,cross-correlation_lag0,24H,4,0.803505522,11,35.41964825,0.444990158
3,9,cross-correlation_lag0,24H,4,0.682357067,12,63.86758528,0.478194435
3,9,cross-correlation_lag0,24H,4,0.873244838,13,21.88506747,0.41069444
3,9,cross-correlation_lag0,24H,4,0.760485576,14,44.63938371,0.40092961
3,9,cross-correlation_lag0,24H,4,0.706547728,15,57.49835665,0.507560809
3,9,cross-correlation_lag0,24H,5,0.816247546,4,21.94408973,1.0373257
3,9,cross-correlation_lag0,24H,5,0.656727327,5,58.64739998,0.703696648
3,9,cross-correlation_lag0,24H,5,0.681297264,6,50.01093168,0.812929312
3,9,cross-correlation_lag0,24H,5,0.622118279,7,76.43331698,0.826944987
3,9,cross-correlation_lag0,24H,5,0.629881065,8,71.54110291,0.859845559
3,9,cross-correlation_lag0,24H,5,0.760763049,9,31.15229436,0.812801043
3,9,cross-correlation_lag0,24H,5,0.616321324,10,80.62903161,1.015538375
3,9,cross-correlation_lag0,24H,5,0.739101871,11,35.41964825,0.878967524
3,9,cross-correlation_lag0,24H,5,0.644609227,12,63.86758528,0.916599433
3,9,cross-correlation_lag0,24H,5,0.816644351,13,21.88506747,0.769153198
3,9,cross-correlation_lag0,24H,5,0.699926603,14,44.63938371,0.808475653
3,9,cross-correlation_lag0,24H,5,0.659653179,15,57.49835665,0.815641006
3,9,cross-correlation_lag0,24H,6,0.705107449,4,21.94408973,0.947486798
3,9,cross-correlation_lag0,24H,6,0.496666642,5,58.64739998,0.707152208
3,9,cross-correlation_lag0,24H,6,0.524401156,6,50.01093168,0.852440755
3,9,cross-correlation_lag0,24H,6,0.461642058,7,76.43331698,0.800399224
3,9,cross-correlation_lag0,24H,6,0.469012241,8,71.54110291,0.962992668
3,9,cross-correlation_lag0,24H,6,0.625928363,9,31.15229436,0.778599977
3,9,cross-correlation_lag0,24H,6,0.456355192,10,80.62903161,0.965325276
3,9,cross-correlation_lag0,24H,6,0.596713806,11,35.41964825,0.822619041
3,9,cross-correlation_lag0,24H,6,0.483801965,12,63.86758528,0.904166698
3,9,cross-correlation_lag0,24H,6,0.705694174,13,21.88506747,0.761597236
3,9,cross-correlation_lag0,24H,6,0.546715824,14,44.63938371,0.734205246
3,9,cross-correlation_lag0,24H,6,0.499858164,15,57.49835665,0.899933179
3,9,cross-correlation_lag0,24H,7,0.764039013,4,21.94408973,1.101265033
3,9,cross-correlation_lag0,24H,7,0.538128169,5,58.64739998,0.820215464
3,9,cross-correlation_lag0,24H,7,0.575328502,6,50.01093168,0.855398099
3,9,cross-correlation_lag0,24H,7,0.482899666,7,76.43331698,0.926666657
3,9,cross-correlation_lag0,24H,7,0.495662216,8,71.54110291,0.965455691
3,9,cross-correlation_lag0,24H,7,0.688846221,9,31.15229436,0.944933097
3,9,cross-correlation_lag0,24H,7,0.473184375,10,80.62903161,1.230961561
3,9,cross-correlation_lag0,24H,7,0.658705651,11,35.41964825,0.941491365
3,9,cross-correlation_lag0,24H,7,0.519238734,12,63.86758528,0.981775045
3,9,cross-correlation_lag0,24H,7,0.764567824,13,21.88506747,0.859393915
3,9,cross-correlation_lag0,24H,7,0.60274738,14,44.63938371,0.916539907
3,9,cross-correlation_lag0,24H,7,0.542630115,15,57.49835665,0.982603153
3,9,cross-correlation_lag0,24H,8,0.811946878,4,21.94408973,1.007590135
3,9,cross-correlation_lag0,24H,8,0.622842696,5,58.64739998,0.691730738
3,9,cross-correlation_lag0,24H,8,0.655022431,6,50.01093168,0.852016131
3,9,cross-correlation_lag0,24H,8,0.573781888,7,76.43331698,0.892606735
3,9,cross-correlation_lag0,24H,8,0.585288703,8,71.54110291,0.923592647
3,9,cross-correlation_lag0,24H,8,0.750411169,9,31.15229436,0.890031735
3,9,cross-correlation_lag0,24H,8,0.564937444,10,80.62903161,1.051781178
3,9,cross-correlation_lag0,24H,8,0.725419075,11,35.41964825,0.94429485
3,9,cross-correlation_lag0,24H,8,0.606262265,12,63.86758528,0.997244596
3,9,cross-correlation_lag0,24H,8,0.812376037,13,21.88506747,0.771594763
3,9,cross-correlation_lag0,24H,8,0.678405759,14,44.63938371,0.758078893
3,9,cross-correlation_lag0,24H,8,0.626768581,15,57.49835665,0.94036754
3,9,cross-correlation_lag0,24H,9,0.850823254,4,21.94408973,0.862664064
3,9,cross-correlation_lag0,24H,9,0.674352819,5,58.64739998,0.500328739
3,9,cross-correlation_lag0,24H,9,0.707736231,6,50.01093168,0.633752624
3,9,cross-correlation_lag0,24H,9,0.618706461,7,76.43331698,0.703725497
3,9,cross-correlation_lag0,24H,9,0.632410946,8,71.54110291,0.797834635
3,9,cross-correlation_lag0,24H,9,0.797673804,9,31.15229436,0.736023664
3,9,cross-correlation_lag0,24H,9,0.607826702,10,80.62903161,0.874293248
3,9,cross-correlation_lag0,24H,9,0.775141557,11,35.41964825,0.858431339
3,9,cross-correlation_lag0,24H,9,0.656297037,12,63.86758528,0.800138871
3,9,cross-correlation_lag0,24H,9,0.851183877,13,21.88506747,0.646638354
3,9,cross-correlation_lag0,24H,9,0.730871103,14,44.63938371,0.568041921
3,9,cross-correlation_lag0,24H,9,0.678535563,15,57.49835665,0.826326132
3,9,cross-correlation_lag0,24H,10,0.895815601,4,21.94408973,0.894010385
3,9,cross-correlation_lag0,24H,10,0.757406049,5,58.64739998,0.448063493
3,9,cross-correlation_lag0,24H,10,0.785581831,6,50.01093168,0.594949484
3,9,cross-correlation_lag0,24H,10,0.707249354,7,76.43331698,0.591761708
3,9,cross-correlation_lag0,24H,10,0.720041897,8,71.54110291,0.806653976
3,9,cross-correlation_lag0,24H,10,0.856476643,9,31.15229436,0.578136881
3,9,cross-correlation_lag0,24H,10,0.696849575,10,80.62903161,0.931368828
3,9,cross-correlation_lag0,24H,10,0.839288351,11,35.41964825,0.697849433
3,9,cross-correlation_lag0,24H,10,0.741620913,12,63.86758528,0.778205156
3,9,cross-correlation_lag0,24H,10,0.89607739,13,21.88506747,0.59946239
3,9,cross-correlation_lag0,24H,10,0.804446402,14,44.63938371,0.505481203
3,9,cross-correlation_lag0,24H,10,0.761004711,15,57.49835665,0.710899909
3,9,cross-correlation_lag0,24H,11,0.891435585,4,21.94408973,1.037692865
3,9,cross-correlation_lag0,24H,11,0.750712645,5,58.64739998,0.487753749
3,9,cross-correlation_lag0,24H,11,0.778920875,6,50.01093168,0.715537866
3,9,cross-correlation_lag0,24H,11,0.70120307,7,76.43331698,0.671764692
3,9,cross-correlation_lag0,24H,11,0.713736669,8,71.54110291,0.929927985
3,9,cross-correlation_lag0,24H,11,0.850936127,9,31.15229436,0.700986226
3,9,cross-correlation_lag0,24H,11,0.69106569,10,80.62903161,1.034143051
3,9,cross-correlation_lag0,24H,11,0.833353099,11,35.41964825,0.78725489
3,9,cross-correlation_lag0,24H,11,0.735027876,12,63.86758528,0.923772097
3,9,cross-correlation_lag0,24H,11,0.891706203,13,21.88506747,0.737986088
3,9,cross-correlation_lag0,24H,11,0.797946917,14,44.63938371,0.60712417
3,9,cross-correlation_lag0,24H,11,0.754300731,15,57.49835665,0.839477142
3,9,cross-correlation_lag0,24H,12,0.915007346,4,21.94408973,1.261343479
3,9,cross-correlation_lag0,24H,12,0.787897029,5,58.64739998,0.547122081
3,9,cross-correlation_lag0,24H,12,0.815752061,6,50.01093168,0.872612317
3,9,cross-correlation_lag0,24H,12,0.734694667,7,76.43331698,0.761195898
3,9,cross-correlation_lag0,24H,12,0.748771266,8,71.54110291,1.110373179
3,9,cross-correlation_lag0,24H,12,0.881051412,9,31.15229436,0.839797179
3,9,cross-correlation_lag0,24H,12,0.722955492,10,80.62903161,1.279986779
3,9,cross-correlation_lag0,24H,12,0.865756643,11,35.41964825,0.942965746
3,9,cross-correlation_lag0,24H,12,0.771701221,12,63.86758528,1.168586095
3,9,cross-correlation_lag0,24H,12,0.915228941,13,21.88506747,0.852083365
3,9,cross-correlation_lag0,24H,12,0.833737036,14,44.63938371,0.691954056
3,9,cross-correlation_lag0,24H,12,0.791526933,15,57.49835665,1.036438545
4,1,variance,1H,1,0.286022547,NA,NA,NA
4,1,variance,1H,2,0.202110843,NA,NA,NA
4,1,variance,1H,3,0.220637286,NA,NA,NA
4,1,variance,1H,4,0.167593481,NA,NA,NA
4,1,variance,1H,5,0.531362082,NA,NA,NA
4,1,variance,1H,6,0.71851739,NA,NA,NA
4,1,variance,1H,7,0.934902805,NA,NA,NA
