datetime,prcp,temp_mean,temp_min,temp_max,temp_avg,rel_hum,vap_press,sun_dur,wind_speed
1959-08-18,NA,NA,NA,NA,NA,NA,NA,13.00,NA
1959-08-19,NA,NA,NA,NA,NA,NA,NA,11.60,NA
1959-08-20,NA,NA,NA,NA,NA,NA,NA,12.10,NA
1959-08-21,NA,NA,NA,NA,NA,NA,NA,6.20,NA
1959-08-22,NA,NA,NA,NA,NA,NA,NA,9.10,NA
1959-08-23,NA,NA,NA,NA,NA,NA,NA,9.00,NA
1959-08-24,NA,NA,NA,NA,NA,NA,NA,6.30,NA
1959-08-25,NA,NA,NA,NA,NA,NA,NA,7.00,NA
1959-08-26,NA,NA,NA,NA,NA,NA,NA,12.20,NA
1959-08-27,NA,NA,NA,NA,NA,NA,NA,10.40,NA
1959-08-28,NA,NA,NA,NA,NA,NA,NA,6.20,NA
1959-08-29,NA,NA,NA,NA,NA,NA,NA,12.30,NA
1959-08-30,NA,NA,NA,NA,NA,NA,NA,9.40,NA
1959-08-31,NA,NA,NA,NA,NA,NA,NA,8.30,NA
1959-09-01,NA,NA,NA,NA,NA,NA,NA,4.70,NA
1959-09-02,NA,NA,NA,NA,NA,NA,NA,7.70,NA
1959-09-03,NA,NA,NA,NA,NA,NA,NA,7.30,NA
1959-09-04,NA,NA,NA,NA,NA,NA,NA,8.40,NA
1959-09-05,NA,NA,NA,NA,NA,NA,NA,8.40,NA
1959-09-06,NA,NA,NA,NA,NA,NA,NA,6.20,NA
1959-09-07,NA,NA,NA,NA,NA,NA,NA,9.00,NA
1959-09-08,NA,NA,NA,NA,NA,NA,NA,8.50,NA
1959-09-09,NA,NA,NA,NA,NA,NA,NA,9.40,NA
1959-09-10,NA,NA,NA,NA,NA,NA,NA,10.00,NA
1959-09-11,NA,NA,NA,NA,NA,NA,NA,9.20,NA
1959-09-12,NA,NA,NA,NA,NA,NA,NA,9.50,NA
1959-09-13,NA,NA,NA,NA,NA,NA,NA,9.70,NA
1959-09-14,NA,NA,NA,NA,NA,NA,NA,8.80,NA
1959-09-15,NA,NA,NA,NA,NA,NA,NA,4.50,NA
1959-09-16,NA,NA,NA,NA,NA,NA,NA,7.70,NA
1959-09-17,NA,NA,NA,NA,NA,NA,NA,6.60,NA
1959-09-18,NA,NA,NA,NA,NA,NA,NA,1.50,NA
1959-09-19,NA,NA,NA,NA,NA,NA,NA,2.30,NA
1959-09-20,NA,NA,NA,NA,NA,NA,NA,6.50,NA
1959-09-21,NA,NA,NA,NA,NA,NA,NA,3.70,NA
1959-09-22,NA,NA,NA,NA,NA,NA,NA,3.90,NA
1959-09-23,NA,NA,NA,NA,NA,NA,NA,8.40,NA
1959-09-24,NA,NA,NA,NA,NA,NA,NA,5.50,NA
1959-09-25,NA,NA,NA,NA,NA,NA,NA,2.80,NA
1959-09-26,NA,NA,NA,NA,NA,NA,NA,2.80,NA
1959-09-27,NA,NA,NA,NA,NA,NA,NA,10.20,NA
1959-09-28,NA,NA,NA,NA,NA,NA,NA,9.50,NA
1959-09-29,NA,NA,NA,NA,NA,NA,NA,9.40,NA
1959-09-30,NA,NA,NA,NA,NA,NA,NA,9.70,NA
1959-10-01,NA,NA,NA,NA,NA,NA,NA,2.20,NA
1959-10-02,NA,NA,NA,NA,NA,NA,NA,5.70,NA
1959-10-03,NA,NA,NA,NA,NA,NA,NA,9.00,NA
1959-10-04,NA,NA,NA,NA,NA,NA,NA,8.70,NA
1959-10-05,NA,NA,NA,NA,NA,NA,NA,9.00,NA
1959-10-06,NA,NA,NA,NA,NA,NA,NA,9.20,NA
1959-10-07,NA,NA,NA,NA,NA,NA,NA,6.90,NA
1959-10-08,NA,NA,NA,NA,NA,NA,NA,2.90,NA
1959-10-09,NA,NA,NA,NA,NA,NA,NA,5.80,NA
1959-10-10,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1959-10-11,NA,NA,NA,NA,NA,NA,NA,0.30,NA
1959-10-12,NA,NA,NA,NA,NA,NA,NA,0.40,NA
1959-10-13,NA,NA,NA,NA,NA,NA,NA,4.30,NA
1959-10-14,NA,NA,NA,NA,NA,NA,NA,5.30,NA
1959-10-15,NA,NA,NA,NA,NA,NA,NA,6.50,NA
1959-10-16,NA,NA,NA,NA,NA,NA,NA,4.40,NA
1959-10-17,NA,NA,NA,NA,NA,NA,NA,2.30,NA
1959-10-18,NA,NA,NA,NA,NA,NA,NA,5.00,NA
1959-10-19,NA,NA,NA,NA,NA,NA,NA,6.80,NA
1959-10-20,NA,NA,NA,NA,NA,NA,NA,6.90,NA
1959-10-21,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1959-10-22,NA,NA,NA,NA,NA,NA,NA,8.80,NA
1959-10-23,NA,NA,NA,NA,NA,NA,NA,1.30,NA
1959-10-24,NA,NA,NA,NA,NA,NA,NA,4.10,NA
1959-10-25,NA,NA,NA,NA,NA,NA,NA,8.60,NA
1959-10-26,NA,NA,NA,NA,NA,NA,NA,2.30,NA
1959-10-27,NA,NA,NA,NA,NA,NA,NA,0.90,NA
1959-10-28,NA,NA,NA,NA,NA,NA,NA,1.90,NA
1959-10-29,NA,NA,NA,NA,NA,NA,NA,8.20,NA
1959-10-30,NA,NA,NA,NA,NA,NA,NA,1.00,NA
1959-10-31,NA,NA,NA,NA,NA,NA,NA,0.40,NA
1959-11-01,NA,NA,NA,NA,NA,NA,NA,3.60,NA
1959-11-02,NA,NA,NA,NA,NA,NA,NA,1.00,NA
1959-11-03,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1959-11-04,NA,NA,NA,NA,NA,NA,NA,1.60,NA
1959-11-05,NA,NA,NA,NA,NA,NA,NA,2.70,NA
1959-11-06,NA,NA,NA,NA,NA,NA,NA,7.20,NA
1959-11-07,NA,NA,NA,NA,NA,NA,NA,6.40,NA
1959-11-08,NA,NA,NA,NA,NA,NA,NA,4.80,NA
1959-11-09,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1959-11-10,NA,NA,NA,NA,NA,NA,NA,5.50,NA
1959-11-11,NA,NA,NA,NA,NA,NA,NA,7.20,NA
1959-11-12,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1959-11-13,NA,NA,NA,NA,NA,NA,NA,1.80,NA
1959-11-14,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1959-11-15,NA,NA,NA,NA,NA,NA,NA,0.00,NA
