datetime,prcp,temp_mean,temp_min,temp_max,temp_avg,rel_hum,vap_press,sun_dur,wind_speed
1968-01-01,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-02,NA,NA,NA,NA,NA,NA,NA,0.90,NA
1968-01-03,NA,NA,NA,NA,NA,NA,NA,3.60,NA
1968-01-04,NA,NA,NA,NA,NA,NA,NA,0.10,NA
1968-01-05,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-06,NA,NA,NA,NA,NA,NA,NA,2.80,NA
1968-01-07,NA,NA,NA,NA,NA,NA,NA,6.10,NA
1968-01-08,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-09,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-10,NA,NA,NA,NA,NA,NA,NA,4.90,NA
1968-01-11,NA,NA,NA,NA,NA,NA,NA,5.20,NA
1968-01-12,NA,NA,NA,NA,NA,NA,NA,2.90,NA
1968-01-13,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-14,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-15,NA,NA,NA,NA,NA,NA,NA,4.40,NA
1968-01-16,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-17,NA,NA,NA,NA,NA,NA,NA,2.50,NA
1968-01-18,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-19,NA,NA,NA,NA,NA,NA,NA,2.00,NA
1968-01-20,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-21,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-22,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-23,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-24,NA,NA,NA,NA,NA,NA,NA,2.80,NA
1968-01-25,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-26,NA,NA,NA,NA,NA,NA,NA,2.30,NA
1968-01-27,NA,NA,NA,NA,NA,NA,NA,0.30,NA
1968-01-28,NA,NA,NA,NA,NA,NA,NA,5.90,NA
1968-01-29,NA,NA,NA,NA,NA,NA,NA,1.00,NA
1968-01-30,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-01-31,NA,NA,NA,NA,NA,NA,NA,0.00,NA
1968-02-01,NA,NA,NA,NA,NA,NA,NA,5.40,NA
1968-02-02,NA,NA,NA,NA,NA,NA,NA,1.00,NA
1968-02-03,NA,NA,NA,NA,NA,NA,NA,1.70,NA
1968-02-04,NA,NA,NA,NA,NA,NA,NA,2.70,NA
1968-02-05,NA,NA,NA,NA,NA,NA,NA,1.20,NA
1968-02-06,NA,NA,NA,NA,NA,NA,NA,0.40,NA
1968-02-07,NA,NA,NA,NA,NA,NA,NA,3.10,NA
1968-02-08,NA,NA,NA,NA,NA,NA,NA,2.50,NA
